8 8 0.000015 -0.000018
8 24 0.000010 -0.000047
8 40 0.000003 -0.000061
8 56 -0.000003 -0.000060
8 72 -0.000007 -0.000048
8 88 -0.000007 -0.000032
8 104 -0.000005 -0.000019
8 120 -0.000003 -0.000010
8 136 -0.000002 -0.000004
8 152 -0.000001 -0.000002
8 168 -0.000000 -0.000001
8 184 -0.000000 -0.000000
8 200 -0.000000 -0.000000
8 216 -0.000000 -0.000000
8 232 -0.000000 -0.000000
8 248 -0.000000 -0.000000
8 264 -0.000000 -0.000000
8 280 -0.000000 -0.000000
8 296 -0.000000 -0.000000
8 312 -0.000000 -0.000000
8 328 -0.000000 -0.000000
8 344 -0.000000 -0.000000
8 360 -0.000000 -0.000000
8 376 -0.000000 -0.000000
8 392 -0.000000 -0.000000
8 408 -0.000000 -0.000000
8 424 -0.000000 -0.000000
8 440 -0.000000 -0.000000
8 456 -0.000000 -0.000000
8 472 -0.000000 -0.000000
8 488 -0.000000 -0.000000
8 504 -0.000000 -0.000000
24 8 0.000071 -0.000047
24 24 0.000047 -0.000124
24 40 0.000012 -0.000161
24 56 -0.000017 -0.000156
24 72 -0.000031 -0.000123
24 88 -0.000031 -0.000082
24 104 -0.000023 -0.000048
24 120 -0.000015 -0.000024
24 136 -0.000008 -0.000011
24 152 -0.000004 -0.000004
24 168 -0.000001 -0.000002
24 184 -0.000000 -0.000000
24 200 -0.000000 -0.000000
24 216 -0.000000 -0.000000
24 232 -0.000000 -0.000000
24 248 -0.000000 -0.000000
24 264 -0.000000 -0.000000
24 280 -0.000000 -0.000000
24 296 -0.000000 -0.000000
24 312 -0.000000 -0.000000
24 328 -0.000000 -0.000000
24 344 -0.000000 -0.000000
24 360 -0.000000 -0.000000
24 376 -0.000000 -0.000000
24 392 -0.000000 -0.000000
24 408 -0.000000 -0.000000
24 424 -0.000000 -0.000000
24 440 -0.000000 -0.000000
24 456 -0.000000 -0.000000
24 472 -0.000000 -0.000000
24 488 -0.000000 -0.000000
24 504 -0.000000 -0.000000
40 8 0.000238 -0.000142
40 24 0.000155 -0.000375
40 40 0.000036 -0.000482
40 56 -0.000060 -0.000459
40 72 -0.000104 -0.000357
40 88 -0.000102 -0.000235
40 104 -0.000075 -0.000134
40 120 -0.000046 -0.000067
40 136 -0.000024 -0.000030
40 152 -0.000011 -0.000012
40 168 -0.000004 -0.000004
40 184 -0.000002 -0.000001
40 200 -0.000000 -0.000000
40 216 -0.000000 -0.000000
40 232 -0.000000 -0.000000
40 248 -0.000000 -0.000000
40 264 -0.000000 -0.000000
40 280 -0.000000 -0.000000
40 296 -0.000000 -0.000000
40 312 -0.000000 -0.000000
40 328 -0.000000 -0.000000
40 344 -0.000000 -0.000000
40 360 -0.000000 -0.000000
40 376 -0.000000 -0.000000
40 392 -0.000000 -0.000000
40 408 -0.000000 -0.000000
40 424 -0.000000 -0.000000
40 440 -0.000000 -0.000000
40 456 -0.000000 -0.000000
40 472 -0.000000 -0.000000
40 488 -0.000000 -0.000000
40 504 -0.000000 -0.000000
56 8 0.000730 -0.000412
56 24 0.000464 -0.001074
56 40 0.000094 -0.001361
56 56 -0.000196 -0.001273
56 72 -0.000320 -0.000969
56 88 -0.000304 -0.000626
56 104 -0.000220 -0.000351
56 120 -0.000132 -0.000173
56 136 -0.000067 -0.000075
56 152 -0.000030 -0.000029
56 168 -0.000012 -0.000010
56 184 -0.000004 -0.000003
56 200 -0.000001 -0.000001
56 216 -0.000000 -0.000000
56 232 -0.000000 -0.000000
56 248 -0.000000 -0.000000
56 264 -0.000000 -0.000000
56 280 -0.000000 -0.000000
56 296 -0.000000 -0.000000
56 312 -0.000000 -0.000000
56 328 -0.000000 -0.000000
56 344 -0.000000 -0.000000
56 360 -0.000000 -0.000000
56 376 -0.000000 -0.000000
56 392 -0.000000 -0.000000
56 408 -0.000000 -0.000000
56 424 -0.000000 -0.000000
56 440 -0.000000 -0.000000
56 456 -0.000000 -0.000000
56 472 -0.000000 -0.000000
56 488 -0.000000 -0.000000
56 504 -0.000000 -0.000000
72 8 0.002098 -0.001120
72 24 0.001292 -0.002888
72 40 0.000203 -0.003584
72 56 -0.000608 -0.003270
72 72 -0.000918 -0.002426
72 88 -0.000837 -0.001529
72 104 -0.000590 -0.000838
72 120 -0.000346 -0.000405
72 136 -0.000174 -0.000174
72 152 -0.000076 -0.000067
72 168 -0.000030 -0.000023
72 184 -0.000010 -0.000007
72 200 -0.000003 -0.000002
72 216 -0.000001 -0.000001
72 232 -0.000000 -0.000000
72 248 -0.000000 -0.000000
72 264 -0.000000 -0.000000
72 280 -0.000000 -0.000000
72 296 -0.000000 -0.000000
72 312 -0.000000 -0.000000
72 328 -0.000000 -0.000000
72 344 -0.000000 -0.000000
72 360 -0.000000 -0.000000
72 376 -0.000000 -0.000000
72 392 -0.000000 -0.000000
72 408 -0.000000 -0.000000
72 424 -0.000000 -0.000000
72 440 -0.000000 -0.000000
72 456 -0.000000 -0.000000
72 472 -0.000000 -0.000000
72 488 -0.000000 -0.000000
72 504 -0.000000 -0.000000
88 8 0.005696 -0.002899
88 24 0.003341 -0.007339
88 40 0.000308 -0.008827
88 56 -0.001780 -0.007775
88 72 -0.002452 -0.005577
88 88 -0.002136 -0.003412
88 104 -0.001457 -0.001824
88 120 -0.000832 -0.000864
88 136 -0.000410 -0.000365
88 152 -0.000177 -0.000138
88 168 -0.000068 -0.000047
88 184 -0.000023 -0.000015
88 200 -0.000007 -0.000004
88 216 -0.000002 -0.000001
88 232 -0.000000 -0.000000
88 248 -0.000000 -0.000000
88 264 -0.000000 -0.000000
88 280 -0.000000 -0.000000
88 296 -0.000000 -0.000000
88 312 -0.000000 -0.000000
88 328 -0.000000 -0.000000
88 344 -0.000000 -0.000000
88 360 -0.000000 -0.000000
88 376 -0.000000 -0.000000
88 392 -0.000000 -0.000000
88 408 -0.000000 -0.000000
88 424 -0.000000 -0.000000
88 440 -0.000000 -0.000000
88 456 -0.000000 -0.000000
88 472 -0.000000 -0.000000
88 488 -0.000000 -0.000000
88 504 -0.000000 -0.000000
104 8 0.014762 -0.007282
104 24 0.007989 -0.017837
104 40 -0.000046 -0.020418
104 56 -0.004943 -0.017102
104 72 -0.006109 -0.011743
104 88 -0.005033 -0.006935
104 104 -0.003307 -0.003605
104 120 -0.001838 -0.001670
104 136 -0.000887 -0.000694
104 152 -0.000377 -0.000260
104 168 -0.000142 -0.000088
104 184 -0.000048 -0.000027
104 200 -0.000014 -0.000007
104 216 -0.000004 -0.000002
104 232 -0.000001 -0.000000
104 248 -0.000000 -0.000000
104 264 -0.000000 -0.000000
104 280 -0.000000 -0.000000
104 296 -0.000000 -0.000000
104 312 -0.000000 -0.000000
104 328 -0.000000 -0.000000
104 344 -0.000000 -0.000000
104 360 -0.000000 -0.000000
104 376 -0.000000 -0.000000
104 392 -0.000000 -0.000000
104 408 -0.000000 -0.000000
104 424 -0.000000 -0.000000
104 440 -0.000000 -0.000000
104 456 -0.000000 -0.000000
104 472 -0.000000 -0.000000
104 488 -0.000000 -0.000000
104 504 -0.000000 -0.000000
120 8 0.037160 -0.018373
120 24 0.017305 -0.042160
120 40 -0.002891 -0.044404
120 56 -0.012981 -0.034625
120 72 -0.014145 -0.022520
120 88 -0.010930 -0.012779
120 104 -0.006893 -0.006451
120 120 -0.003724 -0.002924
120 136 -0.001761 -0.001195
120 152 -0.000737 -0.000441
120 168 -0.000275 -0.000148
120 184 -0.000092 -0.000045
120 200 -0.000027 -0.000012
120 216 -0.000007 -0.000003
120 232 -0.000002 -0.000001
120 248 -0.000000 -0.000000
120 264 -0.000000 -0.000000
120 280 -0.000000 -0.000000
120 296 -0.000000 -0.000000
120 312 -0.000000 -0.000000
120 328 -0.000000 -0.000000
120 344 -0.000000 -0.000000
120 360 -0.000000 -0.000000
120 376 -0.000000 -0.000000
120 392 -0.000000 -0.000000
120 408 -0.000000 -0.000000
120 424 -0.000000 -0.000000
120 440 -0.000000 -0.000000
120 456 -0.000000 -0.000000
120 472 -0.000000 -0.000000
120 488 -0.000000 -0.000000
120 504 -0.000000 -0.000000
136 8 0.093530 -0.050404
136 24 0.030873 -0.098540
136 40 -0.015344 -0.089838
136 56 -0.031798 -0.063687
136 72 -0.030179 -0.038956
